"出願番号/登録番号/国際登録番号","商標(検索用)","称呼基準","称呼(参考情報)","区分","出願人/権利者/名義人","出願日/国際登録日(事後指定日)","登録日","ステータス","文献URL"
"登録6354450","ＷＡＲＭ　ＥＦＦＥＣＴ","","ウオームエフェクト,ウオーム,エフェクト","24,25","株式会社ファーストリテイリング","2020/04/13","2021/02/19","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-041047/40/ja"
"登録6354451","§ｅｘｔｒａ＼ｍｏｉｓｔ","","エクストラモイスト,エキストラモイスト,エクストラ,エキストラ,モイスト","24","株式会社ファーストリテイリング","2020/04/13","2021/02/19","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-041048/40/ja"
"登録6354454","３Ｄ　ｃｕｔ","","サンデイカット,スリーデイカット,スリーディーカット","25","株式会社ファーストリテイリング","2020/04/21","2021/02/19","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-044065/40/ja"
"登録6354826","ガーディオ","","ガーディオ","03,05,35","株式会社ニトリホールディングス","2020/03/02","2021/02/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-022211/40/ja"
"登録6354845","Ｎポルダ","","エヌポルダ,ポルダ","06,20,35","株式会社ニトリホールディングス","2020/03/23","2021/02/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-031095/40/ja"
"登録6359175","その場でレジ","","ソノバデレジ","36","株式会社ファーストリテイリング","2020/02/18","2021/03/04","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-017084/40/ja"
"登録6364109","§Ｎ＼ＣＯＯＬ","","エヌクール,エヌ,クール","05,12,18,20,22","株式会社ニトリホールディングス","2020/03/09","2021/03/16","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-025182/40/ja"
"登録6364110","§Ｎ＊＼ＣＯＯＬ＼ＳＵＰＥＲ","","エヌクールスーパー,エヌクール,エヌ,クール","05,12,18,20,22","株式会社ニトリホールディングス","2020/03/09","2021/03/16","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-025183/40/ja"
"登録6364111","§Ｎ∞＊∞＊＼ＣＯＯＬ＼Ｗ‐ＳＵＰＥＲ","","エヌクールダブリュウスーパー,エヌクールダブルスーパー,エヌクール,エヌ,ダブリュウスーパー,ダブルスーパー,クール","05,12,18,20,22","株式会社ニトリホールディングス","2020/03/09","2021/03/16","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-025184/40/ja"
"登録6364889","ユニ直","","ユニチョク,ユニジカ","35,39","株式会社ファーストリテイリング","2020/05/19","2021/03/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-061864/40/ja"
"登録6366632","Ｎウォームモイストスーパー","","エヌウオームモイストスーパー,エヌウオームモイスト,ウオームモイストスーパー,ウオームモイスト,ウオーム,モイスト","12,18,20,22,24,25,27,28","株式会社ニトリホールディングス","2020/03/06","2021/03/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-024507/40/ja"
"登録6366633","ＮウォームモイストＳＰ","","エヌウオームモイストエスピイ,エヌウオームモイスト,ウオームモイストエスピイ,ウオームモイスト,ウオーム,モイスト","12,18,20,22,24,25,27,28","株式会社ニトリホールディングス","2020/03/06","2021/03/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-024508/40/ja"
"登録6366636","ＮＩＴＯＲＩ＼ＢＡＢＹ","","ニトリベビー,ニトリ,ベビー","12","株式会社ニトリホールディングス","2020/03/09","2021/03/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-025179/40/ja"
"登録6366637","§Ｎ＼ＷＡＲＭ","","エヌウオーム,エヌ,ウオーム","12,18,20,22,28","株式会社ニトリホールディングス","2020/03/09","2021/03/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-025186/40/ja"
"登録6366638","§Ｎ＼ＷＡＲＭ＼ＳＵＰＥＲ","","エヌウオームスーパー,エヌウオーム,エヌ,ウオーム","12,18,20,22,28","株式会社ニトリホールディングス","2020/03/09","2021/03/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-025187/40/ja"
"登録6366639","§Ｎ＼ＷＡＲＭ＼Ｗ‐ＳＵＰＥＲ","","エヌウオームダブリュウスーパー,エヌウオームダブルスーパー,エヌウオーム,エヌ,ウオーム,ダブリュウスーパー,ダブルスーパー","12,18,20,22,28","株式会社ニトリホールディングス","2020/03/09","2021/03/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-025188/40/ja"
"登録6366640","§Ｎ","","エヌ","12,18,20,22","株式会社ニトリホールディングス","2020/03/09","2021/03/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-025189/40/ja"
"登録6366641","Ｎウォームモイスト","","エヌウオームモイスト,ウオームモイスト","12,18,20,22,25,28","株式会社ニトリホールディングス","2020/03/09","2021/03/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-025191/40/ja"
"登録6366642","Ｎ＼ＭＯＩＳＴ","","エヌモイスト,モイスト","12,18,20,22,25,28","株式会社ニトリホールディングス","2020/03/09","2021/03/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-025192/40/ja"
"登録6366802","§Ｎ＊＼ＳＵＰＥＲ","","エヌスーパー,エヌ","25","株式会社ニトリホールディングス","2020/07/15","2021/03/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-087457/40/ja"
"登録6366803","§Ｎ∞＊∞＊＼Ｗ‐ＳＵＰＥＲ","","エヌダブリュウスーパー,エヌダブルスーパー,エヌ,ダブリュウスーパー,ダブルスーパー","25","株式会社ニトリホールディングス","2020/07/15","2021/03/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-087458/40/ja"
"登録6368040","§ＵＴ∞ユニ＼クロ∞ＵＮＩ＼ＱＬＯ","","ユウテイユニクロ,ユーティーユニクロ,ユウテイ,ユーティー,ユニクロ,クロ,キュウエルオオ","14,16,18,21,28","株式会社ファーストリテイリング","2020/03/20","2021/03/24","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-030744/40/ja"
"登録6370776","ヒーテックス","","ヒーテックス,ヒー","21","株式会社ニトリホールディングス","2020/07/22","2021/03/30","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-091063/40/ja"
"登録6370777","§ＨＥＡＴＥＸ","","ヒーテックス,ヒアテックス,ヒー,ヒア,エイチイイエイ,エッチイイエイ","21","株式会社ニトリホールディングス","2020/07/22","2021/03/30","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-091064/40/ja"
"登録6371584","￠ＩＤＥＥ","","イデ,イデー","35,41","株式会社良品計画","2019/04/09","2021/04/01","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-049654/40/ja"
"登録6371893","ＳＴＹＬＥ‐ＤＲＹ","","スタイルドライ,ドライ,デイアアルワイ","25","株式会社ファーストリテイリング","2020/08/07","2021/04/01","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-098694/40/ja"
"登録6371894","ＳＴＹＬＥ‐ＯＲＧＡＮＩＣ","","スタイルオーガニック,オーガニック","25","株式会社ファーストリテイリング","2020/08/07","2021/04/01","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-098695/40/ja"
"登録6373302","ＯＮＥ，ＴＷＯ，ＳＬＥＥＰ．","","ワントゥースリープ","20,24,35","株式会社ニトリホールディングス","2020/12/11","2021/04/05","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-153377/40/ja"
"登録6374386","ＳＭＡＲＴ＼ＰＡＮＴＳ","","スマートパンツ,スマート","25","株式会社ファーストリテイリング","2020/06/02","2021/04/07","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-067876/40/ja"
"登録6377178","￠ＧＵＡＲＤＩＯ","","ガーディオ","35","株式会社ニトリホールディングス","2020/03/02","2021/04/14","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-022212/40/ja"
"登録6377704","ＰＬＳＴ　ＳＴＹＬＥ　ＢＯＸ","","ピイエルエステイスタイルボックス,プラステスタイルボックス,ピイエルエステイスタイル,プラステスタイル,ピイエルエステイ,プラステ,プルストスタイルボックス,プルストスタイル,プルスト,スタイルボックス","14,18,25","株式会社ファーストリテイリング","2020/07/28","2021/04/15","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-092792/40/ja"
"登録6377705","プラステ　スタイル　ボックス","","プラステスタイルボックス,プラステスタイル,プラステ","14,18,25","株式会社ファーストリテイリング","2020/07/28","2021/04/15","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-092793/40/ja"
"登録6377706","§ＰＬＳＴ＼Ｓｔｙｌｅ＼ＢＯＸ","","ピイエルエステイスタイルボックス,プラステスタイルボックス,ピイエルエステイスタイル,プラステスタイル,ピイエルエステイ,プラステ,プルストスタイルボックス,プルストスタイル,プルスト,スタイルボックス","14,18,25","株式会社ファーストリテイリング","2020/07/28","2021/04/15","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-092794/40/ja"
"登録6377707","§ＰＬＳＴＳｔｙｌｅＢＯＸ","","ピイエルエステイスタイルボックス,プラステスタイルボックス,ピイエルエステイスタイル,プラステスタイル,ピイエルエステイ,プラステ,プルストスタイルボックス,プルストスタイル,プルスト,スタイルボックス","14,18,25","株式会社ファーストリテイリング","2020/07/28","2021/04/15","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-092795/40/ja"
"登録6377740","§ＳｔｙｌｅＨｉｎｔ","","スタイルヒント,スタイル,ヒント","09,35,42","株式会社ファーストリテイリング","2020/03/27","2021/04/15","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-033700/40/ja"
"登録6377741","ＯＮＥ２ＭＡＮＹ","","ワンツーメニー,ワンニメニー","25,35","株式会社ファーストリテイリング","2020/06/10","2021/04/15","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-071476/40/ja"
"登録6377742","§ＯＮＥ２ＭＡＮＹ＼ＷＡＲＤＲＯＢＥ","","ワンツーメニー,ワンニメニー,ワードローブ","25,35","株式会社ファーストリテイリング","2020/06/10","2021/04/15","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-071477/40/ja"
"登録6379053","","","","09","株式会社良品計画","2017/07/10","2021/04/19","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2017-092372/40/ja"
"登録6381744","無印良品","","ムジルシリョーヒン","35","株式会社良品計画","2020/01/21","2021/04/23","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-006279/40/ja"
"登録6381932","ＵＮＩＱＬＯ","","ユニクロ","05,09,10","株式会社ファーストリテイリング","2020/05/26","2021/04/23","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-064983/40/ja"
"登録6385119","ゆにくろ","","ユニクロ","25,35","株式会社ファーストリテイリング","2019/11/29","2021/05/06","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-150524/40/ja"
"登録6385131","ＭＵＪＩ＼無印良品","","ムジムジルシリョーヒン,ムジ,ムジルシリョーヒン","35","株式会社良品計画","2020/01/15","2021/05/06","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-004169/40/ja"
"登録6385874","§ニトリの接触冷感∞Ｎ＼ＣＯＯＬ","","ニトリノセッショクレーカン,ニトリノ,ニトリ,セッショクレーカン,エヌクール,エヌ","25","株式会社ニトリホールディングス","2020/03/09","2021/05/07","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-025181/40/ja"
"登録6388761","Ｈｏｍｅ’ｓ　ｓｌｅｅｐ","","ホームズスリープ","35","株式会社ニトリホールディングス","2020/06/17","2021/05/13","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-074990/40/ja"
"登録6391367","ポケ楽","","ポケラク,ポケガク","25","株式会社ニトリホールディングス","2020/11/25","2021/05/19","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-145385/40/ja"
"登録6393545","ＵＮＩＱＬＯ","","ユニクロ","09","株式会社ファーストリテイリング","2020/05/21","2021/05/25","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-063258/40/ja"
"登録6397985","ユニ＼クロ∞ＵＮＩ＼ＱＬＯ","","ユニクロ","35","株式会社ファーストリテイリング","2020/04/01","2021/06/04","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-035508/40/ja"
"登録6398267","電気も『お、ねだん以上。』＼ニトリ　でんき","","デンキモオネダンイジョーニトリデンキ,デンキモオネダンイジョー,オネダンイジョー,ネダンイジョー,ニトリデンキ,ニトリ","39","株式会社ニトリホールディングス","2020/08/26","2021/06/04","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-105619/40/ja"
"登録6398458","リガーレ","","リガーレ","20","株式会社ニトリホールディングス","2021/03/22","2021/06/04","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2021-033935/40/ja"
"登録6398459","ＬＩＧＡＲＥ","","リガーレ,リガレ","20","株式会社ニトリホールディングス","2021/03/22","2021/06/04","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2021-033936/40/ja"
"登録6399945","マシュマロパンプス","","マシュマロパンプス,マシュマロ","25","株式会社ファーストリテイリング","2019/05/20","2021/06/09","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-070947/40/ja"
"登録6400193","ＳＥＰＡ　ＡＬＬ","","セパオール,セパ,オール,エイエルエル","25","株式会社ファーストリテイリング","2020/09/17","2021/06/09","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-115660/40/ja"
"登録6403175","ＡＬ＋","","エイエルプラス,アルプラス","06,20,21","株式会社ニトリホールディングス","2020/05/11","2021/06/16","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-058403/40/ja"
"登録6403734","つながる市","","ツナガルイチ,ツナガルシ","35,41,43","株式会社良品計画","2020/02/03","2021/06/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-011612/40/ja"
"登録6404975","Ｎクール","","エヌクール,クール","05,12,18,20,22,24,27,28,35","株式会社ニトリホールディングス","2020/03/09","2021/06/21","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-025180/40/ja"
"登録6404980","いつものもしも","","イツモノモシモ","35,41","株式会社良品計画","2020/03/26","2021/06/21","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-033205/40/ja"
"登録6405860","§Ｓ","","エス","35","株式会社ニトリホールディングス","2020/08/13","2021/06/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-100446/40/ja"
